ID,标签,物种,性别,年龄,数量
2157,霜背大鼯鼠雄性亚成体,霜背大鼯鼠,雄性,亚成体,0
2158,霜背大鼯鼠雄性成体,霜背大鼯鼠,雄性,成体,0
2159,霜背大鼯鼠雌性亚成体,霜背大鼯鼠,雌性,亚成体,0
2160,霜背大鼯鼠雌性成体,霜背大鼯鼠,雌性,成体,0
2161,领岩鹨成体,领岩鹨,无法区分,成体,69
2162,领岩鹨,领岩鹨,无法区分,无法区分,3
2163,领岩鹨雄性成体,领岩鹨,雄性,成体,6
2164,领角鸮成体,领角鸮,无法区分,成体,9
2165,领雀嘴鹎亚成体,领雀嘴鹎,无法区分,亚成体,0
2166,领雀嘴鹎幼体,领雀嘴鹎,无法区分,幼体,0
2167,领雀嘴鹎成体,领雀嘴鹎,无法区分,成体,156
2168,领雀嘴鹎,领雀嘴鹎,无法区分,无法区分,48
2169,领雀嘴鹎雄性亚成体,领雀嘴鹎,雄性,亚成体,0
2170,领雀嘴鹎雄性成体,领雀嘴鹎,雄性,成体,0
2171,领雀嘴鹎雌性亚成体,领雀嘴鹎,雌性,亚成体,0
2172,领雀嘴鹎雌性成体,领雀嘴鹎,雌性,成体,0
2173,领鸺鹠亚成体,领鸺鹠,无法区分,亚成体,0
2174,领鸺鹠幼体,领鸺鹠,无法区分,幼体,0
2175,领鸺鹠成体,领鸺鹠,无法区分,成体,3
2176,领鸺鹠,领鸺鹠,无法区分,无法区分,6
2177,领鸺鹠雄性亚成体,领鸺鹠,雄性,亚成体,0
2178,领鸺鹠雄性成体,领鸺鹠,雄性,成体,0
2179,领鸺鹠雌性亚成体,领鸺鹠,雌性,亚成体,0
2180,领鸺鹠雌性成体,领鸺鹠,雌性,成体,0
2181,食蟹獴亚成体,食蟹獴,无法区分,亚成体,0
2182,食蟹獴幼体,食蟹獴,无法区分,幼体,0
2183,食蟹獴成体,食蟹獴,无法区分,成体,435
2184,食蟹獴,食蟹獴,无法区分,无法区分,0
2185,食蟹獴雄性亚成体,食蟹獴,雄性,亚成体,0
2186,食蟹獴雄性成体,食蟹獴,雄性,成体,0
2187,食蟹獴雌性亚成体,食蟹獴,雌性,亚成体,0
2188,食蟹獴雌性成体,食蟹獴,雌性,成体,0
2189,香鼬成体,香鼬,无法区分,成体,27
2190,马来水鹿成体,马来水鹿,无法区分,成体,3
2191,马来豪猪成体,马来豪猪,无法区分,成体,108
2192,马鹿亚成体,马鹿,无法区分,亚成体,0
2193,马鹿幼体,马鹿,无法区分,幼体,0
2194,马鹿成体,马鹿,无法区分,成体,336
2195,马鹿,马鹿,无法区分,无法区分,6
2196,马鹿雄性亚成体,马鹿,雄性,亚成体,0
2197,马鹿雄性成体,马鹿,雄性,成体,801
2198,马鹿雄性,马鹿,雄性,无法区分,3
2199,马鹿雌性亚成体,马鹿,雌性,亚成体,0
2200,马鹿雌性成体,马鹿,雌性,成体,333
2201,马麝亚成体,马麝,无法区分,亚成体,6
2202,马麝幼体,马麝,无法区分,幼体,0
2203,马麝成体,马麝,无法区分,成体,405
2204,马麝,马麝,无法区分,无法区分,0
2205,马麝雄性亚成体,马麝,雄性,亚成体,0
2206,马麝雄性成体,马麝,雄性,成体,0
2207,马麝雌性亚成体,马麝,雌性,亚成体,0
2208,马麝雌性成体,马麝,雌性,成体,0
2209,驼鹿亚成体,驼鹿,无法区分,亚成体,24
2210,驼鹿幼体,驼鹿,无法区分,幼体,18
2211,驼鹿成体,驼鹿,无法区分,成体,309
2212,驼鹿,驼鹿,无法区分,无法区分,6
2213,驼鹿雄性亚成体,驼鹿,雄性,亚成体,9
2214,驼鹿雄性成体,驼鹿,雄性,成体,333
2215,驼鹿雌性成体,驼鹿,雌性,成体,489
2216,驼鹿雌性,驼鹿,雌性,无法区分,6
2217,高原兔亚成体,高原兔,无法区分,亚成体,0
2218,高原兔幼体,高原兔,无法区分,幼体,0
2219,高原兔成体,高原兔,无法区分,成体,1236
2220,高原兔,高原兔,无法区分,无法区分,60
2221,高原兔雄性亚成体,高原兔,雄性,亚成体,0
2222,高原兔雄性成体,高原兔,雄性,成体,0
2223,高原兔雌性亚成体,高原兔,雌性,亚成体,0
2224,高原兔雌性成体,高原兔,雌性,成体,0
2225,高原山鹑成体,高原山鹑,无法区分,成体,60
2226,高原岩鹨成体,高原岩鹨,无法区分,成体,6
2227,高原鼠兔亚成体,高原鼠兔,无法区分,亚成体,3
2228,高原鼠兔成体,高原鼠兔,无法区分,成体,2319
2229,高原鼠兔,高原鼠兔,无法区分,无法区分,6
2230,高山兀鹫亚成体,高山兀鹫,无法区分,亚成体,141
2231,高山兀鹫幼体,高山兀鹫,无法区分,幼体,372
2232,高山兀鹫成体,高山兀鹫,无法区分,成体,1632
2233,高山岭雀成体,高山岭雀,无法区分,成体,198
2234,高山羊耳蒜雄性成体,高山羊耳蒜,雄性,成体,3
2235,鳞腹绿啄木鸟成体,鳞腹绿啄木鸟,无法区分,成体,6
2236,鸲岩鹨成体,鸲岩鹨,无法区分,成体,90
2237,鸲岩鹨雄性成体,鸲岩鹨,雄性,成体,9
2238,鸳鸯成体,鸳鸯,无法区分,成体,525
2239,鸳鸯雄性成体,鸳鸯,雄性,成体,24
2240,鸳鸯雌性成体,鸳鸯,雌性,成体,1815
2241,鸳鸯雌性,鸳鸯,雌性,无法区分,3
2242,鹅喉羚亚成体,鹅喉羚,无法区分,亚成体,15
2243,鹅喉羚成体,鹅喉羚,无法区分,成体,387
2244,鹅喉羚,鹅喉羚,无法区分,无法区分,435
2245,鹅喉羚雄性亚成体,鹅喉羚,雄性,亚成体,429
2246,鹅喉羚雄性成体,鹅喉羚,雄性,成体,1668
2247,鹅喉羚雄性,鹅喉羚,雄性,无法区分,24
2248,鹅喉羚雌性亚成体,鹅喉羚,雌性,亚成体,255
2249,鹅喉羚雌性成体,鹅喉羚,雌性,成体,1347
2250,鹅喉羚雌性,鹅喉羚,雌性,无法区分,180
2251,鹊鸲亚成体,鹊鸲,无法区分,亚成体,0
2252,鹊鸲幼体,鹊鸲,无法区分,幼体,0
2253,鹊鸲成体,鹊鸲,无法区分,成体,177
2254,鹊鸲,鹊鸲,无法区分,无法区分,0
2255,鹊鸲雄性亚成体,鹊鸲,雄性,亚成体,0
2256,鹊鸲雄性成体,鹊鸲,雄性,成体,96
2257,鹊鸲雌性亚成体,鹊鸲,雌性,亚成体,0
2258,鹊鸲雌性成体,鹊鸲,雌性,成体,24
2259,鹰雕成体,鹰雕,无法区分,成体,165
2260,鹰鸮成体,鹰鸮,无法区分,成体,3
2261,黄喉貂亚成体,黄喉貂,无法区分,亚成体,12
2262,黄喉貂幼体,黄喉貂,无法区分,幼体,3
2263,黄喉貂成体,黄喉貂,无法区分,成体,9216
2264,黄喉貂,黄喉貂,无法区分,无法区分,1974
2265,黄喉貂雄性成体,黄喉貂,雄性,成体,453
2266,黄喉貂雄性,黄喉貂,雄性,无法区分,9
2267,黄喉貂雌性成体,黄喉貂,雌性,成体,6
2268,黄喉雉鹑亚成体,黄喉雉鹑,无法区分,亚成体,0
2269,黄喉雉鹑幼体,黄喉雉鹑,无法区分,幼体,0
2270,黄喉雉鹑成体,黄喉雉鹑,无法区分,成体,93
2271,黄喉雉鹑,黄喉雉鹑,无法区分,无法区分,0
2272,黄喉雉鹑雄性亚成体,黄喉雉鹑,雄性,亚成体,0
2273,黄喉雉鹑雄性成体,黄喉雉鹑,雄性,成体,42
2274,黄喉雉鹑雌性亚成体,黄喉雉鹑,雌性,亚成体,0
2275,黄喉雉鹑雌性成体,黄喉雉鹑,雌性,成体,18
2276,黄喉鹀亚成体,黄喉鹀,无法区分,亚成体,0
2277,黄喉鹀幼体,黄喉鹀,无法区分,幼体,0
2278,黄喉鹀成体,黄喉鹀,无法区分,成体,0
2279,黄喉鹀,黄喉鹀,无法区分,无法区分,0
2280,黄喉鹀雄性亚成体,黄喉鹀,雄性,亚成体,0
2281,黄喉鹀雄性成体,黄喉鹀,雄性,成体,0
2282,黄喉鹀雌性亚成体,黄喉鹀,雌性,亚成体,0
2283,黄喉鹀雌性成体,黄喉鹀,雌性,成体,9
2284,黄嘴山鸦成体,黄嘴山鸦,无法区分,成体,72
2285,黄嘴栗啄木鸟成体,黄嘴栗啄木鸟,无法区分,成体,21
2286,黄嘴栗啄木鸟雄性成体,黄嘴栗啄木鸟,雄性,成体,6
2287,黄嘴栗啄木鸟雌性成体,黄嘴栗啄木鸟,雌性,成体,9
2288,黄嘴栗啄木鸟雌性,黄嘴栗啄木鸟,雌性,无法区分,3
2289,黄嘴蓝鹊成体,黄嘴蓝鹊,无法区分,成体,12
2290,黄嘴蓝鹊,黄嘴蓝鹊,无法区分,无法区分,9
2291,黄牛亚成体,黄牛,无法区分,亚成体,105
2292,黄牛幼体,黄牛,无法区分,幼体,21
2293,黄牛成体,黄牛,无法区分,成体,5958
2294,黄牛,黄牛,无法区分,无法区分,873
2295,黄牛雄性亚成体,黄牛,雄性,亚成体,0
2296,黄牛雄性成体,黄牛,雄性,成体,51
2297,黄牛雌性亚成体,黄牛,雌性,亚成体,0
2298,黄牛雌性成体,黄牛,雌性,成体,771
2299,黄牛雌性,黄牛,雌性,无法区分,3
2300,黄眉柳莺,黄眉柳莺,无法区分,无法区分,9
2301,黄胸柳莺成体,黄胸柳莺,无法区分,成体,51
2302,黄胸绿鹊亚成体,黄胸绿鹊,无法区分,亚成体,0
2303,黄胸绿鹊幼体,黄胸绿鹊,无法区分,幼体,0
2304,黄胸绿鹊成体,黄胸绿鹊,无法区分,成体,0
2305,黄胸绿鹊,黄胸绿鹊,无法区分,无法区分,12
2306,黄胸绿鹊雄性亚成体,黄胸绿鹊,雄性,亚成体,0
2307,黄胸绿鹊雄性成体,黄胸绿鹊,雄性,成体,78
2308,黄胸绿鹊雌性亚成体,黄胸绿鹊,雌性,亚成体,0
2309,黄胸绿鹊雌性成体,黄胸绿鹊,雌性,成体,0
2310,黄胸鼠成体,黄胸鼠,无法区分,成体,6
2311,黄脚三趾鹑成体,黄脚三趾鹑,无法区分,成体,18
2312,黄腹山雀成体,黄腹山雀,无法区分,成体,24
2313,黄腹山雀,黄腹山雀,无法区分,无法区分,9
2314,黄腹山雀雄性成体,黄腹山雀,雄性,成体,9
2315,黄腹山雀雌性成体,黄腹山雀,雌性,成体,6
2316,黄腹角雉成体,黄腹角雉,无法区分,成体,108
2317,黄腹角雉雄性亚成体,黄腹角雉,雄性,亚成体,15
2318,黄腹角雉雄性成体,黄腹角雉,雄性,成体,870
2319,黄腹角雉雌性成体,黄腹角雉,雌性,成体,498
2320,黄腹鼬亚成体,黄腹鼬,无法区分,亚成体,3
2321,黄腹鼬幼体,黄腹鼬,无法区分,幼体,0
2322,黄腹鼬成体,黄腹鼬,无法区分,成体,948
2323,黄腹鼬,黄腹鼬,无法区分,无法区分,51
2324,黄腹鼬雄性亚成体,黄腹鼬,雄性,亚成体,0
2325,黄腹鼬雄性成体,黄腹鼬,雄性,成体,0
2326,黄腹鼬雌性亚成体,黄腹鼬,雌性,亚成体,0
2327,黄腹鼬雌性成体,黄腹鼬,雌性,成体,0
2328,黄腿渔鸮成体,黄腿渔鸮,无法区分,成体,39
2329,黄臀鹎亚成体,黄臀鹎,无法区分,亚成体,0
2330,黄臀鹎幼体,黄臀鹎,无法区分,幼体,0
2331,黄臀鹎成体,黄臀鹎,无法区分,成体,270
2332,黄臀鹎,黄臀鹎,无法区分,无法区分,0
2333,黄臀鹎雄性亚成体,黄臀鹎,雄性,亚成体,0
2334,黄臀鹎雄性成体,黄臀鹎,雄性,成体,0
2335,黄臀鹎雌性亚成体,黄臀鹎,雌性,亚成体,0
2336,黄臀鹎雌性成体,黄臀鹎,雌性,成体,0
2337,黄足松鼠成体,黄足松鼠,无法区分,成体,48
2338,黄颈啄木鸟雄性成体,黄颈啄木鸟,雄性,成体,9
2339,黄颈拟蜡嘴雀成体,黄颈拟蜡嘴雀,无法区分,成体,27
2340,黄颈拟蜡嘴雀雄性成体,黄颈拟蜡嘴雀,雄性,成体,24
2341,黄颈拟蜡嘴雀雌性成体,黄颈拟蜡嘴雀,雌性,成体,33
2342,黄鼬亚成体,黄鼬,无法区分,亚成体,6
2343,黄鼬幼体,黄鼬,无法区分,幼体,15
2344,黄鼬成体,黄鼬,无法区分,成体,1956
2345,黄鼬,黄鼬,无法区分,无法区分,261
2346,黄鼬雄性亚成体,黄鼬,雄性,亚成体,0
2347,黄鼬雄性成体,黄鼬,雄性,成体,6
2348,黄鼬雌性亚成体,黄鼬,雌性,亚成体,0
2349,黄鼬雌性成体,黄鼬,雌性,成体,9
2350,黑冠山雀成体,黑冠山雀,无法区分,成体,3
2351,黑冠黄鹎成体,黑冠黄鹎,无法区分,成体,9
2352,黑卷尾成体,黑卷尾,无法区分,成体,336
2353,黑叶猴亚成体,黑叶猴,无法区分,亚成体,12
2354,黑叶猴幼体,黑叶猴,无法区分,幼体,24
2355,黑叶猴成体,黑叶猴,无法区分,成体,102
2356,黑叶猴,黑叶猴,无法区分,无法区分,0
2357,黑叶猴雄性亚成体,黑叶猴,雄性,亚成体,0
2358,黑叶猴雄性成体,黑叶猴,雄性,成体,0
2359,黑叶猴雌性亚成体,黑叶猴,雌性,亚成体,0
2360,黑叶猴雌性成体,黑叶猴,雌性,成体,0
2361,黑啄木鸟成体,黑啄木鸟,无法区分,成体,15
2362,黑喉噪鹛亚成体,黑喉噪鹛,无法区分,亚成体,0
2363,黑喉噪鹛幼体,黑喉噪鹛,无法区分,幼体,0
2364,黑喉噪鹛成体,黑喉噪鹛,无法区分,成体,60
2365,黑喉噪鹛,黑喉噪鹛,无法区分,无法区分,24
2366,黑喉噪鹛雄性亚成体,黑喉噪鹛,雄性,亚成体,0
2367,黑喉噪鹛雄性成体,黑喉噪鹛,雄性,成体,0
2368,黑喉噪鹛雌性亚成体,黑喉噪鹛,雌性,亚成体,0
2369,黑喉噪鹛雌性成体,黑喉噪鹛,雌性,成体,0
2370,黑喉山鹪莺成体,黑喉山鹪莺,无法区分,成体,9
2371,黑喉红尾鸲雄性成体,黑喉红尾鸲,雄性,成体,21
2372,黑喉红臀鹎成体,黑喉红臀鹎,无法区分,成体,9
2373,黑头奇鹛成体,黑头奇鹛,无法区分,成体,135
2374,黑头金翅雀成体,黑头金翅雀,无法区分,成体,24
2375,黑头鹎成体,黑头鹎,无法区分,成体,18
2376,黑尾蜡嘴雀成体,黑尾蜡嘴雀,无法区分,成体,18
2377,黑枕王鹟成体,黑枕王鹟,无法区分,成体,18
2378,黑枕王鹟雌性成体,黑枕王鹟,雌性,成体,9
2379,黑水列当,黑水列当,无法区分,无法区分,3
2380,黑熊亚成体,黑熊,无法区分,亚成体,162
2381,黑熊幼体,黑熊,无法区分,幼体,63
2382,黑熊成体,黑熊,无法区分,成体,6288
2383,黑熊,黑熊,无法区分,无法区分,216
2384,黑熊雄性亚成体,黑熊,雄性,亚成体,3
2385,黑熊雄性成体,黑熊,雄性,成体,54
2386,黑熊雌性成体,黑熊,雌性,成体,108
2387,黑眉锦蛇,黑眉锦蛇,无法区分,无法区分,15
2388,黑短脚鹎亚成体,黑短脚鹎,无法区分,亚成体,9
2389,黑短脚鹎幼体,黑短脚鹎,无法区分,幼体,18
2390,黑短脚鹎成体,黑短脚鹎,无法区分,成体,1353
2391,黑短脚鹎,黑短脚鹎,无法区分,无法区分,75
2392,黑短脚鹎雄性亚成体,黑短脚鹎,雄性,亚成体,0
2393,黑短脚鹎雄性成体,黑短脚鹎,雄性,成体,0
2394,黑短脚鹎雌性亚成体,黑短脚鹎,雌性,亚成体,0
2395,黑短脚鹎雌性成体,黑短脚鹎,雌性,成体,3
2396,黑背燕尾成体,黑背燕尾,无法区分,成体,6
2397,黑胸歌鸲雄性成体,黑胸歌鸲,雄性,成体,6
2398,黑胸鸫亚成体,黑胸鸫,无法区分,亚成体,6
2399,黑胸鸫成体,黑胸鸫,无法区分,成体,684
2400,黑胸鸫雄性亚成体,黑胸鸫,雄性,亚成体,183
2401,黑胸鸫雄性成体,黑胸鸫,雄性,成体,2889
2402,黑胸鸫雌性成体,黑胸鸫,雌性,成体,1887
2403,黑脸噪鹛成体,黑脸噪鹛,无法区分,成体,27
2404,黑脸噪鹛,黑脸噪鹛,无法区分,无法区分,9
2405,黑脸鹟莺成体,黑脸鹟莺,无法区分,成体,18
2406,黑顶噪鹛亚成体,黑顶噪鹛,无法区分,亚成体,0
2407,黑顶噪鹛幼体,黑顶噪鹛,无法区分,幼体,0
2408,黑顶噪鹛成体,黑顶噪鹛,无法区分,成体,372
2409,黑顶噪鹛,黑顶噪鹛,无法区分,无法区分,0
2410,黑顶噪鹛雄性亚成体,黑顶噪鹛,雄性,亚成体,0
2411,黑顶噪鹛雄性成体,黑顶噪鹛,雄性,成体,33
2412,黑顶噪鹛雌性亚成体,黑顶噪鹛,雌性,亚成体,0
2413,黑顶噪鹛雌性成体,黑顶噪鹛,雌性,成体,6
2414,黑顶麻雀成体,黑顶麻雀,无法区分,成体,9
2415,黑顶麻雀雄性成体,黑顶麻雀,雄性,成体,78
2416,黑顶麻雀雌性成体,黑顶麻雀,雌性,成体,69
2417,黑领剑蛇,黑领剑蛇,无法区分,无法区分,6
2418,黑领噪鹛亚成体,黑领噪鹛,无法区分,亚成体,12
2419,黑领噪鹛幼体,黑领噪鹛,无法区分,幼体,0
2420,黑领噪鹛成体,黑领噪鹛,无法区分,成体,19497
2421,黑领噪鹛,黑领噪鹛,无法区分,无法区分,444
2422,黑领噪鹛雄性亚成体,黑领噪鹛,雄性,亚成体,0
2423,黑领噪鹛雄性成体,黑领噪鹛,雄性,成体,417
2424,黑领噪鹛雌性亚成体,黑领噪鹛,雌性,亚成体,0
2425,黑领噪鹛雌性成体,黑领噪鹛,雌性,成体,90
2426,黑领椋鸟成体,黑领椋鸟,无法区分,成体,6
2427,黑颈长尾雉亚成体,黑颈长尾雉,无法区分,亚成体,0
2428,黑颈长尾雉幼体,黑颈长尾雉,无法区分,幼体,0
2429,黑颈长尾雉成体,黑颈长尾雉,无法区分,成体,18
2430,黑颈长尾雉,黑颈长尾雉,无法区分,无法区分,0
2431,黑颈长尾雉雄性亚成体,黑颈长尾雉,雄性,亚成体,18
2432,黑颈长尾雉雄性成体,黑颈长尾雉,雄性,成体,96
2433,黑颈长尾雉雌性亚成体,黑颈长尾雉,雌性,亚成体,0
2434,黑颈长尾雉雌性成体,黑颈长尾雉,雌性,成体,111
2435,黑颊噪鹛亚成体,黑颊噪鹛,无法区分,亚成体,0
2436,黑颊噪鹛幼体,黑颊噪鹛,无法区分,幼体,0
2437,黑颊噪鹛成体,黑颊噪鹛,无法区分,成体,0
2438,黑颊噪鹛,黑颊噪鹛,无法区分,无法区分,0
2439,黑颊噪鹛雄性亚成体,黑颊噪鹛,雄性,亚成体,0
2440,黑颊噪鹛雄性成体,黑颊噪鹛,雄性,成体,0
2441,黑颊噪鹛雌性亚成体,黑颊噪鹛,雌性,亚成体,0
2442,黑颊噪鹛雌性成体,黑颊噪鹛,雌性,成体,0
2443,黑颏凤鹛成体,黑颏凤鹛,无法区分,成体,198
2444,黑颏凤鹛,黑颏凤鹛,无法区分,无法区分,42
2445,黑额山噪鹛成体,黑额山噪鹛,无法区分,成体,45
2446,黑鹇亚成体,黑鹇,无法区分,亚成体,15
2447,黑鹇幼体,黑鹇,无法区分,幼体,0
2448,黑鹇成体,黑鹇,无法区分,成体,72
2449,黑鹇,黑鹇,无法区分,无法区分,12
2450,黑鹇雄性亚成体,黑鹇,雄性,亚成体,42
2451,黑鹇雄性成体,黑鹇,雄性,成体,153
2452,黑鹇雄性,黑鹇,雄性,无法区分,3
2453,黑鹇雌性亚成体,黑鹇,雌性,亚成体,3
2454,黑鹇雌性成体,黑鹇,雌性,成体,87
2455,黑麂亚成体,黑麂,无法区分,亚成体,0
2456,黑麂幼体,黑麂,无法区分,幼体,0
2457,黑麂成体,黑麂,无法区分,成体,9
2458,黑麂,黑麂,无法区分,无法区分,0
2459,黑麂雄性亚成体,黑麂,雄性,亚成体,0
2460,黑麂雄性成体,黑麂,雄性,成体,3
2461,黑麂雌性亚成体,黑麂,雌性,亚成体,0
2462,黑麂雌性成体,黑麂,雌性,成体,0
2463,黔金丝猴亚成体,黔金丝猴,无法区分,亚成体,24
2464,黔金丝猴幼体,黔金丝猴,无法区分,幼体,87
2465,黔金丝猴成体,黔金丝猴,无法区分,成体,2148
2466,黔金丝猴,黔金丝猴,无法区分,无法区分,6
2467,黔金丝猴雄性成体,黔金丝猴,雄性,成体,3
2468,黔金丝猴雌性成体,黔金丝猴,雌性,成体,3
2469,鼬獾亚成体,鼬獾,无法区分,亚成体,279
2470,鼬獾幼体,鼬獾,无法区分,幼体,102
2471,鼬獾成体,鼬獾,无法区分,成体,24234
2472,鼬獾,鼬獾,无法区分,无法区分,1785
2473,鼬獾雄性成体,鼬獾,雄性,成体,45
2474,鼬獾雌性成体,鼬獾,雌性,成体,105
